,regen2,regen2,regen1,regen1,regen5,regen5,cat_bield,cat_bield,regen7,regen7,great_wood,great_wood,norway,norway,regen3,regen3,regen4,regen6,regen6,regen4
,relative humidity,temperature,relative humidity,temperature,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,temperature
2023-06-11 03:30:00,96.767,16.072,92.132,16.112,16.546,94.16,16.57,95.601,99.913,15.542,94.387,16.122,97.69,15.575,95.115,16.559,99.152,89.449,16.556,15.598
2023-06-11 04:00:00,98.223,16.072,85.929,16.613,16.045,95.712,16.57,92.138,98.925,15.542,93.856,16.623,98.201,15.575,85.571,17.56,97.144,89.449,16.556,16.099
2023-06-11 04:30:00,97.254,16.072,85.929,16.613,16.045,93.117,16.57,92.638,99.42,15.041,90.636,16.623,96.149,16.076,87.192,17.06,95.107,93.219,16.055,16.099
2023-06-11 05:00:00,97.254,16.072,88.023,16.112,15.544,96.225,16.57,93.136,99.913,15.041,87.359,17.123,96.149,15.575,83.391,17.06,91.475,92.149,16.055,16.099
2023-06-11 05:30:00,96.767,15.571,86.979,16.112,15.544,95.196,17.071,88.594,99.913,15.041,84.026,17.123,95.633,15.575,84.484,17.06,87.217,88.359,16.556,16.099
2023-06-11 06:00:00,99.184,15.571,75.074,17.114,16.045,88.873,17.071,87.049,99.42,15.041,85.7,16.623,97.178,15.575,82.293,17.06,90.421,89.449,16.055,16.099
2023-06-11 06:30:00,95.297,16.072,82.74,17.114,16.546,89.41,18.072,79.644,99.913,15.542,87.359,16.623,96.149,15.575,77.287,18.061,86.134,82.814,16.556,16.6
2023-06-11 07:00:00,98.704,16.072,71.123,17.615,17.046,81.171,18.572,80.722,98.427,16.044,82.903,17.123,94.596,16.076,77.849,18.061,81.175,86.159,17.057,16.6
2023-06-11 07:30:00,92.309,17.073,79.494,18.115,17.046,85.066,18.572,78.559,94.897,16.044,79.494,18.125,94.076,16.577,81.19,18.061,81.175,81.121,17.057,17.101
2023-06-11 08:00:00,93.811,17.073,73.953,17.615,17.547,78.335,18.072,83.916,95.407,16.044,79.494,18.125,93.555,16.577,73.318,18.061,78.924,79.415,17.057,17.602
2023-06-11 08:30:00,90.792,16.573,75.632,17.615,17.046,81.732,19.573,77.467,94.386,16.044,77.191,17.624,85.028,16.577,77.287,18.561,74.917,82.252,17.057,17.602
2023-06-11 09:00:00,81.907,17.574,73.39,20.118,19.048,78.335,22.575,75.817,93.872,17.547,77.191,18.125,88.265,16.577,77.287,19.562,81.175,78.269,17.057,17.101
2023-06-11 09:30:00,81.907,19.576,55.753,24.121,21.049,68.36,25.076,64.433,81.569,20.051,76.03,19.626,81.742,18.078,70.444,22.064,77.788,77.118,18.559,18.603
2023-06-11 10:00:00,70.25,21.577,51.428,25.121,22.55,62.871,26.076,51.759,70.686,21.553,65.906,21.127,76.16,19.58,56.791,23.064,67.242,70.676,20.562,20.605
2023-06-11 10:30:00,59.659,23.078,58.188,24.121,22.55,62.871,28.076,55.455,59.777,23.554,58.488,22.128,61.021,21.581,56.181,24.064,59.891,62.211,21.563,22.106
2023-06-11 11:00:00,63.843,24.078,50.178,25.621,23.551,55.965,26.576,50.513,56.643,24.555,56.598,24.629,58.612,22.081,53.113,25.064,64.82,62.826,22.063,22.607
2023-06-11 11:30:00,56.006,25.078,50.178,26.121,24.051,54.044,28.576,46.736,51.536,25.055,57.229,23.629,55.57,22.582,48.762,25.564,59.266,60.358,23.064,23.607
2023-06-11 12:00:00,55.391,25.078,45.752,27.121,25.051,52.107,29.575,46.736,49.59,26.055,57.859,23.629,56.791,23.082,52.495,25.564,56.752,58.492,23.564,24.607
2023-06-11 12:30:00,52.291,25.578,43.831,28.12,27.051,44.198,30.075,44.825,47.629,26.555,51.489,24.129,52.495,24.082,46.877,26.564,52.282,55.351,24.064,25.107
2023-06-11 13:00:00,47.88,26.578,49.551,28.62,28.051,47.524,30.574,42.253,47.629,26.555,51.489,26.129,51.876,24.082,49.387,27.064,47.067,49.601,25.065,25.607
2023-06-11 13:30:00,52.291,26.578,54.525,25.621,25.051,55.326,30.075,45.463,54.104,25.555,52.133,26.129,51.876,24.582,49.387,26.564,57.383,54.084,25.065,25.607
2023-06-11 14:00:00,55.391,26.078,56.364,25.121,24.051,58.501,26.576,54.843,59.154,23.554,53.417,25.629,51.256,24.582,56.791,25.564,60.513,58.492,23.564,23.607
2023-06-11 14:30:00,59.659,24.578,62.389,23.621,22.55,64.103,27.576,56.066,64.089,23.554,58.488,24.629,58.612,24.082,61.62,24.564,62.985,60.358,22.564,22.607
2023-06-11 15:00:00,64.434,24.078,59.998,25.121,23.551,61.008,29.075,52.379,62.252,24.054,64.073,24.129,61.021,23.582,59.216,24.564,64.82,63.439,22.063,22.106
2023-06-11 15:30:00,59.054,25.578,63.574,24.121,23.05,64.103,27.076,58.49,62.252,23.554,60.986,24.629,61.62,23.582,64.002,24.564,66.64,64.05,22.564,22.607
2023-06-11 16:00:00,62.06,25.078,61.793,23.621,23.05,64.716,26.576,55.455,61.636,24.054,64.073,23.629,65.185,23.582,62.813,24.064,68.443,65.269,22.564,22.607
2023-06-11 16:30:00,62.656,24.578,64.753,23.12,22.55,65.328,25.576,60.887,65.305,23.054,61.606,24.129,62.217,23.082,60.42,23.564,69.04,66.481,22.063,22.106
2023-06-11 17:00:00,64.434,24.078,68.829,22.12,21.55,67.757,25.076,63.258,68.909,22.053,65.297,23.629,65.185,23.082,67.536,23.064,67.843,67.085,22.063,22.106
2023-06-11 17:30:00,70.25,22.578,65.34,23.12,22.55,65.938,26.076,62.076,65.305,22.553,67.121,22.628,66.363,22.081,66.95,23.064,70.822,68.887,21.062,21.106
2023-06-11 18:00:00,65.024,23.078,62.389,24.121,23.05,64.103,25.576,62.668,62.252,23.554,68.931,23.128,68.12,22.081,66.363,23.064,69.636,67.687,21.563,21.606
2023-06-11 18:30:00,60.863,25.078,67.673,23.621,22.55,68.36,25.576,62.076,68.313,22.553,63.459,23.629,65.775,22.582,67.536,23.064,68.443,64.66,22.564,22.106
2023-06-11 19:00:00,67.944,23.578,69.979,22.62,22.05,68.961,24.576,64.433,68.313,22.553,65.297,23.629,68.12,22.582,68.12,22.564,71.412,69.485,22.063,22.106
2023-06-11 19:30:00,67.363,23.578,73.39,21.119,21.55,74.29,23.076,71.909,73.613,21.553,65.906,23.128,68.12,22.582,71.021,22.064,73.172,70.676,21.563,21.606
2023-06-11 20:00:00,74.779,22.077,76.189,21.119,20.549,80.042,22.075,74.709,79.332,20.551,70.13,22.128,71.021,21.581,75.027,21.563,76.645,75.379,21.062,21.106
2023-06-11 20:30:00,81.369,21.077,75.074,20.619,20.549,78.335,21.575,77.467,78.768,20.051,74.276,21.628,75.594,21.081,75.594,21.063,80.615,80.554,20.061,20.105
2023-06-11 21:00:00,77.003,21.077,76.744,20.118,20.049,77.763,20.574,79.102,78.768,20.051,74.276,21.127,76.724,20.581,76.16,20.563,80.615,76.54,20.562,20.105
2023-06-11 21:30:00,79.745,20.576,75.632,19.617,19.048,78.335,19.573,80.722,81.569,19.049,76.03,20.627,75.594,20.581,75.027,20.062,80.053,77.694,20.061,19.604
2023-06-11 22:00:00,81.907,19.075,81.665,17.615,17.547,84.514,18.572,88.594,84.87,17.547,76.611,20.127,78.968,19.58,82.293,19.062,78.924,77.118,19.06,19.104
2023-06-11 22:30:00,86.672,17.574,85.929,17.114,17.046,87.252,18.072,89.615,87.572,17.046,80.637,19.126,81.19,18.579,85.571,19.062,82.289,81.687,18.559,18.603
2023-06-11 23:00:00,88.746,17.073,89.06,16.613,17.046,89.945,18.072,91.134,89.701,16.545,84.026,18.625,87.192,18.078,88.265,18.561,84.497,84.494,17.558,17.602
2023-06-11 23:30:00,91.805,16.573,92.639,15.611,16.045,92.593,17.071,94.127,92.84,15.542,87.359,18.125,88.8,17.578,90.397,17.56,87.755,87.262,17.558,17.602
2023-06-12 00:00:00,94.803,16.072,94.648,15.611,15.544,93.117,16.57,94.62,93.357,15.041,89.55,17.123,90.397,16.577,92.508,17.06,90.421,88.905,16.556,16.6
2023-06-12 00:30:00,96.279,15.571,95.147,14.609,15.044,94.16,16.069,94.62,95.915,14.54,90.636,16.623,91.455,16.577,91.455,16.559,91.999,89.992,16.055,16.099
2023-06-12 01:00:00,97.739,15.071,93.647,15.11,14.543,95.196,16.069,96.575,96.421,14.54,90.636,16.623,92.508,16.076,93.555,16.559,90.421,91.074,16.055,15.598
2023-06-12 01:30:00,96.279,15.071,97.124,15.11,14.543,96.225,16.57,94.127,97.428,14.54,93.323,16.122,92.508,15.575,95.115,16.058,90.949,91.612,15.554,15.097
2023-06-12 02:00:00,99.184,15.071,97.124,14.609,15.044,97.247,16.069,96.575,97.428,14.54,93.856,15.621,95.115,15.075,94.596,16.058,93.042,93.219,15.554,15.598
2023-06-12 02:30:00,99.184,15.071,98.103,14.609,14.543,96.737,15.569,98.024,97.428,14.039,94.387,16.122,94.076,15.575,95.115,15.558,93.561,93.219,15.554,15.598
2023-06-12 03:00:00,99.663,14.57,95.147,14.609,14.543,97.755,15.068,98.024,98.427,14.039,95.445,15.621,94.596,15.075,95.633,15.558,95.107,93.751,15.053,15.097
2023-06-12 03:30:00,99.663,14.57,97.614,14.108,14.543,97.247,15.569,98.024,98.427,14.039,94.917,15.621,94.596,15.075,95.115,15.558,95.619,94.282,15.554,15.097
2023-06-12 04:00:00,100.139,14.57,98.103,14.108,14.543,98.262,15.569,99.458,98.925,14.039,94.387,15.621,95.115,14.574,94.076,15.558,94.594,93.751,15.053,15.097
2023-06-12 04:30:00,100.614,14.57,98.103,14.108,14.543,97.755,15.068,98.503,99.913,14.039,95.445,15.121,95.633,14.574,95.115,15.558,95.107,94.282,15.053,15.097
2023-06-12 05:00:00,101.559,14.57,93.647,15.11,15.044,97.755,16.069,95.111,99.913,14.54,94.917,15.621,96.664,14.574,95.633,15.558,93.561,94.282,15.554,15.598
2023-06-12 05:30:00,100.139,15.071,94.648,15.611,15.544,96.225,16.57,94.127,99.913,14.54,94.917,15.121,96.149,14.073,91.982,16.058,89.36,91.074,16.055,16.6
2023-06-12 06:00:00,99.663,15.571,92.132,16.112,16.045,96.225,16.57,94.62,98.925,15.542,94.387,16.122,97.178,14.574,92.508,16.559,87.755,88.359,16.556,17.101
2023-06-12 06:30:00,98.223,16.573,93.647,17.114,16.546,96.225,17.571,93.136,97.929,16.044,93.323,16.122,97.178,15.575,92.508,17.06,89.36,89.992,16.556,17.101
2023-06-12 07:00:00,96.767,17.073,87.502,18.616,17.547,92.593,18.072,92.138,95.915,17.547,92.789,16.623,95.633,15.575,92.508,17.56,90.949,91.074,17.057,17.101
2023-06-12 07:30:00,92.309,18.074,75.074,21.119,19.548,82.292,20.574,81.793,90.229,19.049,90.094,17.123,94.076,16.076,86.112,19.562,90.949,90.534,17.558,18.103
2023-06-12 08:00:00,82.978,20.076,64.753,24.621,21.55,70.754,24.076,69.067,77.635,20.551,85.143,19.626,92.508,17.578,73.889,21.563,87.217,85.05,19.06,19.104
2023-06-12 08:30:00,73.657,22.077,61.197,25.121,22.05,71.348,25.076,68.494,74.771,21.553,74.276,21.127,87.729,18.579,72.746,22.064,80.053,73.627,20.061,20.605
2023-06-12 09:00:00,71.961,22.578,57.582,26.121,23.551,63.488,27.076,59.692,67.115,23.554,74.862,22.128,82.293,19.58,71.598,23.564,74.337,77.118,20.562,21.606
2023-06-12 09:30:00,63.843,24.578,49.551,28.12,25.051,56.601,30.075,48.632,59.154,24.555,70.13,23.128,78.409,20.581,55.57,25.064,69.04,69.485,22.063,22.106
2023-06-12 10:00:00,57.84,26.078,56.364,25.121,24.551,57.236,28.076,51.137,59.154,25.055,61.606,24.629,63.408,23.082,58.006,25.064,60.513,65.875,24.064,24.607
2023-06-12 10:30:00,59.054,25.578,43.188,28.12,25.051,50.806,28.076,50.513,52.18,25.555,60.986,24.129,62.217,23.582,52.495,25.564,62.37,61.595,24.064,24.107
2023-06-12 11:00:00,52.915,26.078,46.39,27.621,25.551,50.806,28.076,52.998,51.536,26.055,54.056,24.629,59.216,23.582,51.876,25.564,55.483,56.612,24.064,24.107
2023-06-12 11:30:00,54.156,26.078,40.597,29.619,27.051,44.867,31.574,43.542,40.974,28.554,59.74,25.129,61.62,23.582,44.98,27.564,53.568,52.811,24.564,25.107
2023-06-12 12:00:00,45.321,28.078,35.339,29.12,28.051,36.722,33.072,40.957,38.262,28.554,49.547,25.629,48.762,24.582,37.922,28.564,44.416,47.006,26.065,26.607
2023-06-12 12:30:00,42.085,28.577,34.674,29.619,29.55,33.95,31.074,41.606,35.521,29.553,41.64,26.629,41.15,26.082,35.315,28.564,39.029,39.745,27.064,27.607
2023-06-12 13:00:00,37.483,29.077,31.327,29.12,30.05,29.031,32.073,32.37,32.054,30.053,40.3,27.629,39.217,26.582,31.365,29.063,38.348,37.058,27.564,28.107
2023-06-12 13:30:00,34.144,30.077,35.339,27.121,27.551,34.646,30.075,33.71,34.831,28.054,33.506,28.128,34.004,27.082,35.315,28.064,36.98,32.299,27.564,28.107
2023-06-12 14:00:00,36.818,28.078,31.327,30.119,30.05,29.031,34.57,33.041,30.654,30.053,37.601,27.129,35.969,27.082,32.027,29.563,35.605,35.706,27.064,27.607
2023-06-12 14:30:00,30.762,30.576,26.574,31.118,29.55,24.745,33.572,36.368,27.124,29.054,34.878,28.128,36.621,27.082,29.372,28.564,34.222,33.666,28.064,28.606
2023-06-12 15:00:00,29.398,32.575,28.621,30.619,29.05,29.739,34.57,31.698,29.952,29.553,29.355,28.128,28.037,27.582,30.702,29.063,29.328,27.465,28.064,28.107
2023-06-12 15:30:00,29.398,31.076,31.327,30.119,28.55,31.853,34.071,29.671,34.139,30.053,31.438,28.128,32.687,28.081,32.027,29.063,34.222,32.983,28.064,28.107
2023-06-12 16:00:00,29.398,33.074,36.002,29.619,28.55,37.411,32.073,35.706,35.521,29.054,34.878,28.628,34.004,27.582,39.217,28.064,34.222,34.348,28.064,28.107
2023-06-12 16:30:00,34.815,30.576,35.339,29.619,28.55,36.032,31.074,40.957,38.262,28.554,40.971,27.629,37.922,27.082,43.071,27.064,41.063,38.404,28.064,27.607
2023-06-12 17:00:00,39.465,30.576,41.896,27.621,27.051,44.198,32.573,35.706,44.989,28.054,42.973,27.129,46.877,26.082,43.071,27.564,43.749,39.075,27.564,27.107
2023-06-12 17:30:00,38.806,28.577,45.114,26.621,26.051,46.863,27.076,48.002,51.536,25.555,38.954,27.629,42.432,27.082,46.877,26.064,45.745,43.728,27.064,26.607
2023-06-12 18:00:00,51.039,26.078,51.428,25.121,25.051,51.457,23.576,71.909,57.274,24.555,45.622,26.129,44.98,26.082,68.703,24.064,49.036,45.7,25.565,25.607
2023-06-12 18:30:00,57.84,25.078,86.455,20.619,20.549,88.873,20.574,89.615,87.572,20.551,70.13,23.629,66.95,23.582,91.455,20.062,54.208,52.811,24.564,24.607
2023-06-12 19:00:00,87.193,21.077,76.189,20.619,20.049,78.906,20.074,91.134,88.107,19.55,89.55,20.627,89.866,20.08,91.455,19.562,86.134,83.935,20.562,20.605
2023-06-12 19:30:00,84.571,20.076,79.494,20.118,20.049,85.615,20.074,92.138,86.497,19.55,88.458,20.127,91.982,19.079,90.927,19.562,75.495,81.687,20.562,21.106
2023-06-12 20:00:00,85.099,20.076,82.74,18.616,19.048,87.252,19.073,92.638,87.572,18.549,89.55,19.626,93.032,19.079,90.927,19.062,80.053,76.54,20.562,20.605
2023-06-12 20:30:00,88.746,19.075,76.189,19.617,19.048,85.615,19.073,91.637,88.107,18.549,90.094,19.626,94.076,18.579,78.968,20.563,78.357,79.985,20.061,20.105
2023-06-12 21:00:00,88.746,18.575,69.979,21.119,21.049,72.53,20.074,81.793,85.956,18.549,83.465,19.626,94.076,18.078,77.287,20.563,73.756,79.985,19.561,20.605
2023-06-12 21:30:00,84.571,19.075,70.552,20.619,21.55,67.757,19.573,86.012,79.894,19.55,80.066,20.127,93.555,18.579,72.173,21.563,69.636,77.694,20.061,21.606
2023-06-12 22:00:00,78.105,20.576,72.826,20.118,20.549,72.53,19.573,82.858,79.894,19.55,75.447,21.127,80.637,20.08,78.409,20.062,67.843,72.451,21.062,21.606
2023-06-12 22:30:00,77.003,20.076,79.494,18.616,19.048,77.763,18.572,84.442,79.332,18.549,76.611,20.127,85.028,19.079,82.843,18.561,70.23,71.269,20.562,20.605
2023-06-12 23:00:00,80.829,19.075,85.929,16.613,17.046,88.334,17.571,89.105,87.572,17.046,80.637,18.625,86.653,18.078,85.028,18.061,77.217,75.379,19.06,19.104
2023-06-12 23:30:00,88.746,17.073,91.624,15.611,15.544,91.009,16.069,93.632,91.279,15.542,81.206,18.125,89.334,17.077,88.8,17.06,82.289,82.252,17.558,17.602
2023-06-13 00:00:00,92.309,16.072,95.643,14.609,15.044,93.64,17.571,90.123,93.872,15.041,87.909,17.123,91.455,16.577,94.596,16.559,86.676,86.711,16.556,16.6
2023-06-13 00:30:00,95.789,15.071,94.148,14.609,14.543,95.196,15.569,93.632,94.897,14.54,90.094,16.623,94.076,15.575,93.032,16.559,88.827,88.359,16.055,16.099
2023-06-13 01:00:00,97.254,14.57,94.648,15.11,14.543,96.225,15.569,97.06,97.929,14.54,91.715,16.122,94.596,15.075,93.555,16.058,90.421,87.811,16.055,15.598
2023-06-13 01:30:00,96.767,15.071,92.132,15.611,15.544,93.117,16.069,94.62,96.925,14.54,93.856,15.621,95.633,14.574,85.571,18.061,92.522,90.534,15.554,15.598
2023-06-13 02:00:00,97.739,15.571,83.276,17.615,19.548,76.612,17.571,88.081,90.229,17.046,90.094,16.623,95.633,15.075,80.082,19.062,89.36,88.905,16.055,16.6
2023-06-13 02:30:00,92.309,17.073,81.124,18.115,19.548,75.455,18.572,83.388,89.171,17.046,82.339,18.125,91.455,16.577,79.525,19.062,78.357,84.494,18.059,19.104
2023-06-13 03:00:00,87.193,17.574,78.398,19.117,20.049,73.705,19.073,82.326,87.572,17.547,82.339,18.625,87.192,17.578,78.968,19.562,76.645,80.554,18.559,19.604
2023-06-13 03:30:00,84.042,18.575,77.297,19.117,20.049,73.119,19.073,81.258,85.956,17.547,80.637,18.625,78.968,19.079,79.525,19.062,74.337,75.379,19.561,20.105
2023-06-13 04:00:00,83.511,18.575,72.26,19.117,20.049,67.757,19.073,78.559,81.012,18.048,80.637,18.625,78.409,19.079,76.16,19.062,73.756,74.213,19.561,20.105
2023-06-13 04:30:00,77.555,18.575,62.389,19.117,20.049,56.601,19.073,69.067,75.922,17.547,77.191,18.625,75.027,19.079,65.775,19.062,69.04,68.288,20.061,20.105
2023-06-13 05:00:00,70.822,18.575,56.364,18.616,20.049,48.843,18.572,60.29,68.909,17.547,68.329,18.625,76.16,18.078,51.876,19.562,61.753,61.595,19.561,19.604
2023-06-13 05:30:00,62.656,18.575,45.752,19.617,20.549,41.505,19.073,52.998,61.636,18.048,57.859,18.625,72.746,17.578,47.506,20.062,49.036,49.601,20.061,20.105
2023-06-13 06:00:00,54.156,19.576,45.114,20.118,20.549,39.466,19.573,55.455,61.636,18.048,52.133,19.126,65.185,17.578,46.877,20.062,44.416,42.406,20.562,20.105
2023-06-13 06:30:00,49.781,19.576,39.946,22.12,21.049,40.147,20.074,51.759,56.643,19.049,54.056,19.126,60.42,17.578,48.762,20.563,44.416,40.412,20.562,20.105
2023-06-13 07:00:00,47.243,20.576,36.663,23.621,21.049,41.505,20.574,52.379,57.274,19.55,50.196,20.127,52.495,19.079,45.613,21.563,41.737,45.044,20.562,20.605
2023-06-13 07:30:00,50.411,21.077,37.981,24.121,21.55,41.505,22.075,47.369,60.399,19.55,50.196,21.127,45.613,20.581,44.98,21.563,44.416,48.955,20.061,21.106
2023-06-13 08:00:00,53.536,21.077,36.002,25.121,22.55,38.783,23.576,43.542,49.59,21.052,44.301,21.127,43.071,20.581,41.15,22.564,44.416,50.89,20.061,21.106
2023-06-13 08:30:00,44.678,22.578,34.008,25.621,24.051,34.646,25.576,42.253,39.622,22.553,40.971,22.628,39.217,22.081,40.507,23.564,40.387,40.412,22.063,22.607
2023-06-13 09:00:00,38.145,24.078,30.653,26.621,24.051,34.646,26.076,35.706,33.446,24.054,40.3,23.629,38.57,22.582,34.66,24.564,37.665,34.348,23.064,23.607
2023-06-13 09:30:00,39.465,24.578,32.0,26.621,25.051,31.15,28.076,35.706,36.209,25.055,32.129,24.129,32.027,23.582,32.687,25.564,30.735,32.299,23.564,24.107
2023-06-13 10:00:00,34.815,25.578,28.621,27.121,26.051,27.609,30.574,30.348,29.248,27.055,35.561,24.629,31.365,24.082,31.365,27.064,30.735,35.028,24.564,25.607
2023-06-13 10:30:00,30.762,27.578,28.621,27.121,26.051,28.321,30.574,31.024,27.834,27.055,32.818,25.629,33.346,25.082,30.702,27.064,30.735,30.236,25.065,26.107
2023-06-13 11:00:00,32.12,27.578,26.574,28.62,26.551,26.896,30.574,32.37,26.413,28.054,33.506,26.129,30.702,25.582,29.372,27.064,28.621,28.853,25.565,26.607
2023-06-13 11:30:00,28.027,28.078,27.94,27.121,26.551,27.609,31.074,31.024,26.413,28.054,31.438,26.129,28.705,25.082,26.696,27.064,27.203,28.16,26.065,26.607
2023-06-13 12:00:00,29.398,27.578,27.94,28.62,27.551,27.609,31.074,31.698,25.7,29.054,31.438,25.629,28.037,25.582,28.037,27.564,24.346,26.768,27.064,27.107
2023-06-13 12:30:00,28.713,28.577,27.94,28.12,28.55,24.745,31.574,28.992,24.985,28.554,30.051,26.129,30.038,26.082,29.372,27.564,26.491,27.465,27.064,28.107
2023-06-13 13:00:00,30.081,28.577,28.621,26.621,28.051,24.745,30.574,31.698,27.124,28.554,30.051,27.129,30.038,26.082,31.365,27.564,26.491,28.16,27.064,28.107
2023-06-13 13:30:00,30.081,28.078,28.621,28.12,28.051,26.896,31.074,29.671,27.124,28.554,30.745,26.129,29.372,26.082,28.037,27.064,26.491,28.16,27.064,27.607
2023-06-13 14:00:00,29.398,29.077,28.621,27.621,27.551,25.463,32.073,28.992,24.985,28.554,29.355,26.629,27.367,26.082,29.372,27.564,27.203,28.853,27.064,27.607
2023-06-13 14:30:00,29.398,29.577,22.436,28.12,27.551,21.123,32.073,26.26,22.829,28.554,30.051,27.129,29.372,26.082,27.367,27.064,27.203,28.853,27.564,27.607
2023-06-13 15:00:00,23.173,30.077,25.201,28.12,27.551,22.577,30.574,25.572,23.549,28.054,27.258,26.629,26.696,26.082,24.676,26.564,23.627,21.849,27.064,27.107
2023-06-13 15:30:00,23.173,32.075,23.13,28.12,27.051,21.851,30.574,24.883,22.107,28.054,24.44,26.629,24.676,26.082,25.35,26.564,22.184,23.966,27.064,27.107
2023-06-13 16:00:00,25.957,31.575,27.94,28.12,27.551,26.18,29.575,31.698,27.124,28.054,25.147,26.129,23.322,26.082,28.705,26.564,22.906,22.556,27.064,27.107
2023-06-13 16:30:00,26.648,31.575,28.621,30.119,28.051,29.031,30.574,31.698,27.834,29.054,27.958,26.629,28.705,26.082,32.027,26.564,31.436,30.236,27.064,27.107
2023-06-13 17:00:00,26.648,31.575,32.0,28.62,27.051,33.95,28.076,41.606,32.751,28.554,33.506,26.629,32.687,25.582,39.217,25.564,32.135,30.236,27.064,26.607
2023-06-13 17:30:00,33.471,29.577,37.323,27.121,26.551,37.411,30.075,35.042,36.209,27.055,36.923,26.629,37.272,25.582,41.15,26.064,36.293,35.706,26.065,26.107
2023-06-13 18:00:00,40.779,27.578,36.663,26.621,25.551,38.783,28.076,37.029,39.622,26.055,37.601,27.129,38.57,25.582,39.863,25.064,41.063,40.412,26.065,25.607
2023-06-13 18:30:00,39.465,26.078,36.663,25.121,24.551,38.098,26.576,40.957,44.989,24.054,36.923,26.129,39.217,25.082,43.071,24.564,40.387,39.075,25.065,25.107
2023-06-13 19:00:00,42.085,25.078,37.323,25.121,25.051,36.032,26.076,39.0,41.648,25.055,38.278,26.129,40.507,24.582,39.863,24.564,38.348,41.079,24.064,24.107
2023-06-13 19:30:00,40.779,25.578,38.637,23.621,23.551,39.466,24.076,41.606,44.324,23.054,36.243,25.129,39.217,24.582,38.57,24.064,41.063,37.058,24.564,24.607
2023-06-13 20:00:00,43.385,23.078,41.896,22.62,22.55,42.181,23.076,43.542,47.629,21.553,37.601,24.129,47.506,23.082,42.432,22.564,40.387,39.745,23.564,23.607
2023-06-13 20:30:00,47.243,21.577,43.188,21.119,22.05,40.827,22.575,44.825,52.823,20.051,40.3,23.128,46.877,22.081,39.217,22.564,42.409,41.079,23.064,22.607
2023-06-13 21:00:00,51.039,20.576,41.247,21.619,21.049,43.527,21.575,47.369,48.938,20.051,40.3,22.628,45.613,21.581,43.708,22.064,43.08,38.404,22.564,22.106
2023-06-13 21:30:00,47.243,21.077,41.247,21.619,21.049,44.867,21.075,47.369,46.972,20.551,40.3,22.128,50.011,20.581,44.345,21.563,41.737,40.412,22.063,21.606
2023-06-13 22:00:00,44.032,21.577,43.831,20.619,21.55,38.098,20.574,46.736,54.104,18.549,44.301,21.127,54.344,19.58,42.432,21.563,41.063,42.406,21.563,21.606
2023-06-13 22:30:00,52.915,19.075,44.473,20.118,21.049,40.827,20.074,49.888,52.18,18.549,41.64,21.127,46.877,20.581,43.708,21.063,40.387,38.404,21.563,21.106
2023-06-13 23:00:00,51.039,19.576,45.752,19.117,20.049,42.181,19.573,49.261,54.741,18.048,41.64,21.127,48.762,20.08,45.613,20.062,41.737,41.079,21.062,21.106
2023-06-13 23:30:00,53.536,18.575,47.025,18.616,20.049,40.147,19.573,46.736,51.536,18.048,45.622,20.127,50.634,19.079,43.071,20.062,49.036,49.601,19.06,19.604
2023-06-14 00:00:00,50.411,18.575,45.114,19.117,19.548,41.505,19.573,47.369,53.465,17.547,40.971,20.127,51.256,18.579,45.613,19.562,42.409,46.354,19.06,20.105
2023-06-14 00:30:00,52.915,18.575,45.752,18.115,18.548,44.198,18.572,51.137,53.465,17.046,45.622,19.126,48.762,19.079,50.011,18.561,43.08,47.657,18.559,19.604
2023-06-14 01:00:00,55.391,17.574,44.473,18.115,18.548,42.181,18.072,49.888,54.741,17.046,48.897,18.625,58.612,17.578,51.256,18.061,50.989,50.89,17.057,18.603
2023-06-14 01:30:00,54.156,17.574,46.39,18.115,19.048,41.505,18.572,48.632,54.104,17.046,44.301,18.625,56.791,16.577,44.98,19.062,43.08,47.006,18.059,18.603
2023-06-14 02:00:00,49.149,18.575,45.752,18.115,19.548,41.505,18.072,52.379,53.465,17.046,42.973,19.126,53.113,17.578,45.613,19.062,42.409,43.728,18.559,19.104
2023-06-14 02:30:00,49.149,18.074,46.39,18.115,18.548,43.527,18.572,48.002,56.011,16.545,44.962,18.625,48.135,18.078,46.246,18.561,43.08,43.728,19.06,19.104
2023-06-14 03:00:00,50.411,18.074,47.659,17.615,18.548,44.198,17.571,52.379,55.377,16.545,43.638,19.126,45.613,19.079,46.877,18.061,45.745,47.657,18.059,18.603
2023-06-14 03:30:00,49.781,17.574,46.39,17.615,18.548,43.527,18.072,49.888,56.643,16.044,45.622,18.125,44.98,18.579,48.135,18.061,46.407,45.044,18.059,18.103
2023-06-14 04:00:00,55.391,16.573,45.114,18.115,18.548,43.527,16.57,53.614,54.104,16.044,46.937,18.125,51.876,17.578,46.246,18.061,45.081,52.811,17.057,18.103
2023-06-14 04:30:00,51.039,17.574,44.473,18.115,18.047,43.527,16.57,53.614,52.823,16.545,45.622,18.125,48.135,17.578,47.506,17.56,46.407,51.532,16.556,18.103
2023-06-14 05:00:00,49.149,17.574,45.752,18.115,18.548,43.527,17.071,51.137,52.823,17.046,44.301,18.125,51.876,17.578,49.387,17.06,43.749,45.7,17.558,18.103
